Year,County,State,Physical Inactivity Percentage,Obesity Percentage,Newly Diagnosed Diabetes Rate per 1000,Diagnosed Diabetes Percentage
2018,Autauga County,Alabama,23.8,29.6,9.1,9.5
2018,Baldwin County,Alabama,22.0,28.3,6.5,8.4
2018,Barbour County,Alabama,23.2,29.3,11.5,13.5
2018,Bibb County,Alabama,23.0,23.1,13.3,10.2
2018,Blount County,Alabama,24.7,27.8,12.9,10.5
2018,Bullock County,Alabama,17.0,18.7,19.8,9.4
2018,Butler County,Alabama,28.8,30.8,14.0,10.9
2018,Calhoun County,Alabama,27.9,39.2,14.4,12.9
2018,Chambers County,Alabama,24.3,31.2,17.1,12.0
2018,Cherokee County,Alabama,25.1,32.4,11.5,10.5
2018,Chilton County,Alabama,30.0,38.6,16.3,14.4
2018,Choctaw County,Alabama,26.1,38.4,13.9,11.0
2018,Clarke County,Alabama,28.8,31.0,13.2,14.3
2018,Clay County,Alabama,20.1,24.3,8.5,8.6
2018,Cleburne County,Alabama,19.3,26.5,7.3,8.3
2018,Coffee County,Alabama,29.3,33.3,13.4,13.8
2018,Colbert County,Alabama,29.7,31.6,12.7,12.3
2018,Conecuh County,Alabama,31.6,27.2,21.4,11.2
2018,Coosa County,Alabama,16.8,23.8,11.8,9.5
2018,Covington County,Alabama,31.1,34.2,17.4,11.9
2018,Crenshaw County,Alabama,21.6,27.1,11.3,10.7
2018,Cullman County,Alabama,27.6,31.1,11.0,11.0
2018,Dale County,Alabama,28.7,38.8,12.2,11.7
2018,Dallas County,Alabama,34.0,39.4,16.9,13.9
2018,Dekalb County,Alabama,26.8,28.5,12.1,11.1
2018,Elmore County,Alabama,23.6,32.5,14.9,12.1
2018,Escambia County,Alabama,28.2,30.8,17.4,13.5
2018,Etowah County,Alabama,29.6,33.9,14.7,13.8
2018,Fayette County,Alabama,22.5,25.5,16.0,9.4
2018,Franklin County,Alabama,27.4,30.1,14.5,9.5
2018,Geneva County,Alabama,29.6,36.5,11.0,11.2
2018,Greene County,Alabama,16.8,24.4,27.7,12.1
2018,Hale County,Alabama,25.7,34.8,15.5,10.4
2018,Henry County,Alabama,20.3,24.3,15.1,9.8
2018,Houston County,Alabama,31.1,35.8,12.7,14.2
2018,Jackson County,Alabama,31.0,30.0,15.7,10.5
2018,Jefferson County,Alabama,27.4,34.0,10.5,11.2
2018,Lamar County,Alabama,20.5,27.6,18.5,11.8
2018,Lauderdale County,Alabama,23.8,30.4,8.1,9.9
2018,Lawrence County,Alabama,20.1,21.0,11.6,9.1
2018,Lee County,Alabama,21.5,28.8,10.5,9.9
2018,Limestone County,Alabama,23.5,25.4,11.4,11.3
2018,Lowndes County,Alabama,23.3,31.9,12.7,11.8
2018,Macon County,Alabama,25.9,32.2,14.5,11.2
2018,Madison County,Alabama,24.2,32.1,9.9,10.7
2018,Marengo County,Alabama,27.3,41.3,13.7,12.8
2018,Marion County,Alabama,23.7,30.2,13.0,9.7
2018,Marshall County,Alabama,27.4,34.0,13.1,9.8
2018,Mobile County,Alabama,27.5,36.8,10.7,11.9
2018,Monroe County,Alabama,29.2,32.2,13.0,11.6
2018,Montgomery County,Alabama,27.8,35.2,14.1,14.2
2018,Morgan County,Alabama,20.7,32.1,8.2,9.4
2018,Perry County,Alabama,27.3,32.5,13.7,13.4
2018,Pickens County,Alabama,20.7,27.0,10.3,10.9
2018,Pike County,Alabama,25.6,33.8,15.5,10.3
2018,Randolph County,Alabama,22.5,24.0,11.4,11.0
2018,Russell County,Alabama,24.1,23.7,17.4,10.0
2018,Shelby County,Alabama,22.2,34.2,8.2,8.8
2018,St. Clair County,Alabama,27.3,34.9,13.1,10.6
2018,Sumter County,Alabama,25.1,32.4,14.8,11.7
2018,Talladega County,Alabama,35.0,36.3,13.1,14.2
2018,Tallapoosa County,Alabama,24.7,29.2,12.7,10.6
2018,Tuscaloosa County,Alabama,26.4,35.3,10.6,11.8
2018,Walker County,Alabama,28.8,36.6,11.5,11.2
2018,Washington County,Alabama,24.3,23.9,13.6,11.2
2018,Wilcox County,Alabama,24.9,33.2,15.2,11.2
2018,Winston County,Alabama,20.2,26.4,10.3,10.2
2018,Aleutians East Borough,Alaska,19.2,24.2,14.4,9.3
2018,Aleutians West Census Area,Alaska,22.0,29.1,9.1,7.9
2018,Anchorage Municipality,Alaska,17.1,28.7,7.8,8.8
2018,Bethel Census Area,Alaska,22.2,30.2,8.7,8.0
2018,Bristol Bay Borough,Alaska,20.1,21.3,13.5,9.1
2018,Denali Borough,Alaska,16.2,18.9,5.0,6.8
2018,Dillingham Census Area,Alaska,20.1,24.7,9.3,8.2
2018,Fairbanks North Star Borough,Alaska,18.6,30.1,7.8,7.9
2018,Haines Borough,Alaska,15.8,20.3,7.4,7.3
2018,Hoonah-Angoon Census Area,Alaska,15.0,19.4,9.2,7.3
2018,Juneau City and Borough,Alaska,15.5,24.0,6.1,6.3
2018,Kenai Peninsula Borough,Alaska,19.4,31.8,9.1,8.2
2018,Ketchikan Gateway Borough,Alaska,19.0,37.2,8.5,8.8
2018,Kodiak Island Borough,Alaska,21.2,25.5,8.6,7.0
2018,Kusilvak Census Area,Alaska,19.1,22.0,9.6,7.4
2018,Lake and Peninsula Borough,Alaska,17.4,24.6,18.6,8.5
2018,Matanuska-Susitna Borough,Alaska,19.3,32.6,7.3,8.2
2018,Nome Census Area,Alaska,17.3,31.6,9.9,7.8
2018,North Slope Borough,Alaska,27.0,31.9,9.1,7.5
2018,Northwest Arctic Borough,Alaska,22.3,32.0,12.9,11.6
2018,Petersburg Census Area,Alaska,17.8,17.2,11.3,9.2
2018,Prince of Wales-Hyder Censu,Alaska,17.5,19.9,11.6,9.3
2018,Sitka City and Borough,Alaska,15.5,21.7,7.2,7.3
2018,Skagway Municipality,Alaska,15.8,18.3,7.1,6.6
2018,Southeast Fairbanks Census Area,Alaska,18.0,29.9,7.5,8.7
2018,Valdez-Cordova Census Area,Alaska,21.6,30.6,6.5,6.2
2018,Wrangell City and Borough,Alaska,16.7,25.7,11.6,8.4
2018,Yakutat City and Borough,Alaska,16.1,19.8,13.0,9.0
2018,Yukon-Koyukuk Census Area,Alaska,25.5,27.9,10.8,9.9
2018,Apache County,Arizona,23.4,33.1,12.2,12.3
2018,Cochise County,Arizona,22.3,31.0,7.1,7.8
2018,Coconino County,Arizona,15.8,23.8,5.3,6.9
2018,Gila County,Arizona,23.1,30.8,8.5,9.0
2018,Graham County,Arizona,20.4,31.9,9.8,11.0
2018,Greenlee County,Arizona,15.3,25.1,10.5,8.8
2018,La Paz County,Arizona,26.2,25.3,11.5,9.9
2018,Maricopa County,Arizona,19.2,27.4,5.9,8.0
2018,Mohave County,Arizona,27.3,29.3,7.3,9.4
2018,Navajo County,Arizona,23.8,31.8,10.1,11.5
2018,Pima County,Arizona,19.1,26.3,5.4,7.6
2018,Pinal County,Arizona,26.9,35.5,9.5,11.7
2018,Santa Cruz County,Arizona,16.4,32.4,6.4,9.4
2018,Yavapai County,Arizona,19.5,24.7,5.4,7.2
2018,Yuma County,Arizona,21.4,39.6,7.6,9.5
2018,Arkansas County,Arkansas,31.0,25.1,9.9,10.0
2018,Ashley County,Arkansas,35.5,32.2,12.5,9.9
2018,Baxter County,Arkansas,24.0,28.6,8.5,9.1
2018,Benton County,Arkansas,21.6,30.3,7.4,9.1
2018,Boone County,Arkansas,29.2,25.8,6.0,8.0
2018,Bradley County,Arkansas,19.4,20.6,8.7,8.8
2018,Calhoun County,Arkansas,19.0,20.2,8.5,6.8
2018,Carroll County,Arkansas,26.3,26.8,3.6,6.5
2018,Chicot County,Arkansas,29.7,31.0,7.3,7.6
2018,Clark County,Arkansas,29.0,23.9,13.0,10.4
2018,Clay County,Arkansas,23.6,27.1,6.7,7.6
2018,Cleburne County,Arkansas,23.5,24.4,8.4,8.4
2018,Cleveland County,Arkansas,23.6,26.7,17.8,8.5
2018,Columbia County,Arkansas,27.5,35.6,15.3,13.6
2018,Conway County,Arkansas,27.0,32.9,10.5,9.4
2018,Craighead County,Arkansas,29.6,36.8,13.5,11.1
2018,Crawford County,Arkansas,25.3,37.2,10.0,10.7
2018,Crittenden County,Arkansas,34.6,32.3,11.4,12.7
2018,Cross County,Arkansas,25.3,28.9,15.3,10.9
2018,Dallas County,Arkansas,22.2,24.1,9.4,9.6
2018,Desha County,Arkansas,24.3,27.0,12.5,8.8
2018,Drew County,Arkansas,25.6,23.4,11.9,10.3
2018,Faulkner County,Arkansas,24.0,32.6,9.7,10.3
2018,Franklin County,Arkansas,21.4,28.6,19.9,8.8
2018,Fulton County,Arkansas,21.9,23.9,6.9,7.1
2018,Garland County,Arkansas,22.9,26.8,11.7,10.2
2018,Grant County,Arkansas,24.2,28.6,14.8,9.0
2018,Greene County,Arkansas,28.9,31.5,11.5,9.8
2018,Hempstead County,Arkansas,21.5,24.0,11.6,10.6
2018,Hot Spring County,Arkansas,23.1,30.0,10.6,10.5
2018,Howard County,Arkansas,20.7,27.1,11.4,8.0
2018,Independence County,Arkansas,24.5,25.8,6.4,7.6
2018,Izard County,Arkansas,21.6,25.7,9.4,9.0
2018,Jackson County,Arkansas,20.5,22.1,51.7,8.3
2018,Jefferson County,Arkansas,30.7,40.0,14.9,11.9
2018,Johnson County,Arkansas,26.8,31.9,8.3,9.6
2018,Lafayette County,Arkansas,21.2,27.2,8.5,8.1
2018,Lawrence County,Arkansas,21.5,29.2,8.7,9.3
2018,Lee County,Arkansas,24.4,28.3,12.0,10.0
2018,Lincoln County,Arkansas,28.0,24.9,8.7,9.6
2018,Little River County,Arkansas,21.2,24.1,9.2,8.5
2018,Logan County,Arkansas,23.1,23.4,13.3,7.7
2018,Lonoke County,Arkansas,28.1,33.9,8.1,9.7
2018,Madison County,Arkansas,23.8,24.5,6.2,9.1
2018,Marion County,Arkansas,19.5,19.8,8.2,8.0
2018,Miller County,Arkansas,28.9,32.8,11.9,10.4
2018,Mississippi County,Arkansas,31.4,35.1,15.5,14.9
2018,Monroe County,Arkansas,20.3,20.3,13.6,8.2
2018,Montgomery County,Arkansas,16.8,19.1,11.6,7.9
2018,Nevada County,Arkansas,20.9,24.2,17.4,9.6
2018,Newton County,Arkansas,23.1,30.3,14.0,9.7
2018,Ouachita County,Arkansas,27.9,32.9,10.5,11.1
2018,Perry County,Arkansas,24.3,29.6,14.8,8.9
2018,Phillips County,Arkansas,31.3,39.6,15.9,13.6
2018,Pike County,Arkansas,23.0,23.6,15.1,10.0
2018,Poinsett County,Arkansas,27.1,29.5,13.2,11.7
2018,Polk County,Arkansas,24.1,27.7,14.8,8.6
2018,Pope County,Arkansas,24.7,31.5,15.0,11.5
2018,Prairie County,Arkansas,22.0,23.4,8.3,7.7
2018,Pulaski County,Arkansas,24.4,33.6,9.3,10.8
2018,Randolph County,Arkansas,27.8,28.9,17.1,11.0
2018,Saline County,Arkansas,23.8,28.1,6.6,8.7
2018,Scott County,Arkansas,18.8,22.1,13.7,7.7
2018,Searcy County,Arkansas,21.1,20.9,24.6,9.5
2018,Sebastian County,Arkansas,28.4,34.2,11.0,11.0
2018,Sevier County,Arkansas,30.3,27.4,13.6,11.7
2018,Sharp County,Arkansas,28.9,26.7,19.1,9.2
2018,St. Francis County,Arkansas,30.0,38.3,10.6,11.4
2018,Stone County,Arkansas,25.2,36.9,5.9,8.6
2018,Union County,Arkansas,33.6,30.3,9.9,10.4
2018,Van Buren County,Arkansas,20.6,31.1,14.6,9.1
2018,Washington County,Arkansas,25.6,31.2,8.0,9.9
2018,White County,Arkansas,32.0,33.2,13.8,11.9
2018,Woodruff County,Arkansas,17.5,19.6,10.1,8.5
2018,Yell County,Arkansas,25.8,27.9,8.1,9.5
2018,Alameda County,California,14.7,22.6,5.3,6.6
2018,Alpine County,California,14.3,18.1,12.6,7.3
2018,Amador County,California,17.3,23.9,7.2,8.3
2018,Butte County,California,20.8,30.7,6.3,8.9
2018,Calaveras County,California,16.3,20.8,6.9,7.2
2018,Colusa County,California,15.0,23.2,5.6,7.1
2018,Contra Costa County,California,15.3,23.9,6.3,7.6
2018,Del Norte County,California,16.8,21.2,14.4,8.1
2018,El Dorado County,California,16.1,23.5,6.6,6.4
2018,Fresno County,California,23.9,34.2,9.0,9.6
2018,Glenn County,California,14.6,22.3,5.1,7.0
2018,Humboldt County,California,13.7,23.3,5.5,7.4
2018,Imperial County,California,26.1,36.8,7.6,9.5
2018,Inyo County,California,15.4,18.1,7.5,7.1
2018,Kern County,California,26.4,31.9,8.3,10.5
2018,Kings County,California,21.7,31.7,14.0,10.5
2018,Lake County,California,16.8,21.7,8.7,8.2
2018,Lassen County,California,20.3,19.5,15.1,7.7
2018,Los Angeles County,California,17.3,23.4,7.0,9.1
2018,Madera County,California,26.6,32.9,10.2,9.4
2018,Marin County,California,12.5,16.5,4.4,6.0
2018,Mariposa County,California,13.3,17.1,6.3,7.4
2018,Mendocino County,California,14.8,25.2,6.1,8.3
2018,Merced County,California,26.7,34.1,8.1,11.3
2018,Modoc County,California,14.1,19.8,16.8,7.5
2018,Mono County,California,13.8,18.6,8.3,6.8
2018,Monterey County,California,21.0,24.6,7.4,8.2
2018,Napa County,California,17.2,22.5,8.6,7.5
2018,Nevada County,California,12.9,15.7,3.1,5.1
2018,Orange County,California,14.8,19.9,6.6,8.0
2018,Placer County,California,12.3,18.9,4.8,6.0
2018,Plumas County,California,14.2,18.1,6.4,6.9
2018,Riverside County,California,19.6,28.7,7.4,9.6
2018,Sacramento County,California,19.2,28.9,7.6,8.9
2018,San Benito County,California,17.9,21.3,10.1,7.8
2018,San Bernardino County,California,21.9,32.7,7.6,11.1
2018,San Diego County,California,15.6,22.0,5.7,7.8
2018,San Francisco County,California,14.6,15.4,6.5,6.6
2018,San Joaquin County,California,26.2,36.0,8.0,9.9
2018,San Luis Obispo County,California,14.2,27.9,6.3,7.8
2018,San Mateo County,California,14.6,21.4,6.7,7.4
2018,Santa Barbara County,California,16.3,25.0,5.1,6.8
2018,Santa Clara County,California,15.1,19.6,7.1,8.3
2018,Santa Cruz County,California,11.6,17.4,4.9,5.7
2018,Shasta County,California,14.8,24.0,7.7,8.0
2018,Sierra County,California,14.1,18.0,11.7,6.9
2018,Siskiyou County,California,17.4,20.9,8.1,6.6
2018,Solano County,California,20.2,27.9,6.6,8.1
2018,Sonoma County,California,16.0,24.0,5.6,7.8
2018,Stanislaus County,California,20.9,31.9,8.0,9.4
2018,Sutter County,California,26.7,26.6,9.5,9.6
2018,Tehama County,California,19.0,25.8,12.3,7.7
2018,Trinity County,California,13.7,19.7,11.2,6.9
2018,Tulare County,California,25.0,36.4,8.2,10.2
2018,Tuolumne County,California,14.6,22.3,6.7,6.7
2018,Ventura County,California,19.4,21.5,6.2,7.6
2018,Yolo County,California,15.9,23.9,7.1,7.8
2018,Yuba County,California,21.7,24.7,6.1,8.0
2018,Adams County,Colorado,19.4,29.0,7.0,7.7
2018,Alamosa County,Colorado,18.0,27.0,7.3,8.1
2018,Arapahoe County,Colorado,16.5,22.6,6.7,7.1
2018,Archuleta County,Colorado,11.1,20.3,4.1,5.6
2018,Baca County,Colorado,17.3,21.5,10.5,7.6
2018,Bent County,Colorado,15.1,21.1,11.6,7.4
2018,Boulder County,Colorado,9.4,13.6,4.3,5.5
2018,Broomfield County,Colorado,11.7,18.5,5.6,6.1
2018,Chaffee County,Colorado,12.5,14.4,5.2,6.1
2018,Cheyenne County,Colorado,16.3,21.1,15.1,7.3
2018,Clear Creek County,Colorado,14.4,18.7,6.7,6.8
2018,Conejos County,Colorado,16.6,22.9,7.6,8.1
2018,Costilla County,Colorado,14.8,18.1,12.3,8.7
2018,Crowley County,Colorado,14.6,22.5,32.4,7.5
2018,Custer County,Colorado,15.9,18.1,3.5,6.3
2018,Delta County,Colorado,14.9,21.8,5.5,7.0
2018,Denver County,Colorado,15.1,19.8,5.7,6.3
2018,Dolores County,Colorado,13.1,18.8,9.1,6.9
2018,Douglas County,Colorado,8.8,19.0,4.1,5.5
2018,Eagle County,Colorado,13.6,16.7,3.8,5.2
2018,El Paso County,Colorado,15.6,23.1,5.2,6.6
2018,Elbert County,Colorado,15.1,22.4,5.9,5.3
2018,Fremont County,Colorado,18.8,28.6,5.9,7.6
2018,Garfield County,Colorado,15.0,22.2,5.6,5.7
2018,Gilpin County,Colorado,12.9,17.9,5.9,6.5
2018,Grand County,Colorado,12.8,16.2,5.1,5.6
2018,Gunnison County,Colorado,11.7,13.8,5.3,6.1
2018,Hinsdale County,Colorado,14.5,18.5,8.2,6.9
2018,Huerfano County,Colorado,18.2,20.6,6.9,7.0
2018,Jackson County,Colorado,14.1,17.8,9.1,7.4
2018,Jefferson County,Colorado,13.1,20.8,4.3,5.7
2018,Kiowa County,Colorado,14.3,19.2,9.9,6.8
2018,Kit Carson County,Colorado,17.1,24.5,4.7,6.9
2018,La Plata County,Colorado,13.3,18.2,4.3,5.4
2018,Lake County,Colorado,13.3,18.9,11.3,6.8
2018,Larimer County,Colorado,11.2,20.2,4.0,5.3
2018,Las Animas County,Colorado,20.8,28.8,9.3,9.3
2018,Lincoln County,Colorado,17.5,20.3,11.3,6.8
2018,Logan County,Colorado,19.2,30.5,9.2,8.1
2018,Mesa County,Colorado,14.9,26.5,6.6,7.1
2018,Mineral County,Colorado,13.0,17.4,9.4,6.7
2018,Moffat County,Colorado,15.8,19.9,10.8,7.1
2018,Montezuma County,Colorado,16.7,24.2,7.2,8.6
2018,Montrose County,Colorado,17.4,19.1,8.4,6.8
2018,Morgan County,Colorado,18.9,32.7,4.0,7.0
2018,Otero County,Colorado,21.9,27.3,11.6,8.5
2018,Ouray County,Colorado,14.6,17.1,3.6,6.7
2018,Park County,Colorado,15.9,20.3,3.6,5.9
2018,Phillips County,Colorado,17.3,24.4,7.1,6.9
2018,Pitkin County,Colorado,11.4,14.2,4.0,5.9
2018,Prowers County,Colorado,17.2,29.9,8.7,7.8
2018,Pueblo County,Colorado,22.5,31.9,7.3,9.1
2018,Rio Blanco County,Colorado,15.5,17.1,4.6,6.3
2018,Rio Grande County,Colorado,17.5,23.7,8.5,7.6
2018,Routt County,Colorado,11.0,13.7,3.6,5.9
2018,Saguache County,Colorado,16.4,22.2,6.9,8.2
2018,San Juan County,Colorado,13.6,17.8,10.4,7.0
2018,San Miguel County,Colorado,12.6,17.3,9.9,6.5
2018,Sedgwick County,Colorado,16.1,18.3,5.7,6.8
2018,Summit County,Colorado,11.1,15.2,4.0,5.6
2018,Teller County,Colorado,14.7,19.8,6.1,5.7
2018,Washington County,Colorado,16.2,19.9,7.5,7.5
2018,Weld County,Colorado,20.1,28.7,6.1,8.0
2018,Yuma County,Colorado,18.0,26.3,6.3,6.8
2018,Fairfield County,Connecticut,17.6,21.3,5.4,6.4
2018,Hartford County,Connecticut,19.7,27.7,7.7,8.7
2018,Litchfield County,Connecticut,17.5,25.0,5.7,6.2
2018,Middlesex County,Connecticut,16.7,26.3,6.5,6.5
2018,New Haven County,Connecticut,21.1,29.0,8.5,8.8
2018,New London County,Connecticut,19.2,30.2,7.7,8.3
2018,Tolland County,Connecticut,16.4,25.7,5.9,7.2
2018,Windham County,Connecticut,23.6,30.3,8.7,9.6
2018,Kent County,Delaware,29.7,38.6,10.5,12.4
2018,New Castle County,Delaware,23.8,30.4,7.5,9.5
2018,Sussex County,Delaware,29.5,33.8,7.8,9.4
2018,District Of Columbia,District of Columbia,18.5,24.6,5.7,8.7
2018,Alachua County,Florida,22.2,28.0,7.3,10.0
2018,Baker County,Florida,29.8,34.2,12.0,11.5
2018,Bay County,Florida,27.9,29.9,8.8,10.7
2018,Bradford County,Florida,32.5,34.0,9.5,10.2
2018,Brevard County,Florida,24.1,28.6,6.8,9.6
2018,Broward County,Florida,21.5,24.7,6.1,8.5
2018,Calhoun County,Florida,38.3,34.4,10.8,13.0
2018,Charlotte County,Florida,23.3,27.7,6.4,7.9
2018,Citrus County,Florida,30.5,28.4,7.1,7.8
2018,Clay County,Florida,27.6,32.3,9.3,10.5
2018,Collier County,Florida,21.9,24.0,5.0,7.0
2018,Columbia County,Florida,34.2,35.9,11.1,12.4
2018,Desoto County,Florida,32.1,30.8,10.7,11.2
2018,Dixie County,Florida,37.0,30.0,9.1,10.4
2018,Duval County,Florida,25.9,32.0,10.6,12.3
2018,Escambia County,Florida,26.1,29.3,9.5,10.6
2018,Flagler County,Florida,21.5,26.8,5.8,8.7
2018,Franklin County,Florida,27.0,32.8,7.9,8.8
2018,Gadsden County,Florida,33.1,40.7,15.7,16.1
2018,Gilchrist County,Florida,30.0,33.2,12.5,10.6
2018,Glades County,Florida,30.5,36.0,11.6,13.4
2018,Gulf County,Florida,27.0,28.0,8.9,10.0
2018,Hamilton County,Florida,32.0,36.7,10.3,12.0
2018,Hardee County,Florida,33.1,38.9,11.3,12.3
2018,Hendry County,Florida,32.9,34.4,11.1,11.5
2018,Hernando County,Florida,27.0,31.8,9.4,10.0
2018,Highlands County,Florida,29.9,30.5,8.7,10.5
2018,Hillsborough County,Florida,23.1,27.9,6.8,9.8
2018,Holmes County,Florida,34.3,34.1,14.3,12.1
2018,Indian River County,Florida,22.5,26.7,6.4,7.8
2018,Jackson County,Florida,34.1,36.6,10.9,13.9
2018,Jefferson County,Florida,21.3,30.8,9.3,10.3
2018,Lafayette County,Florida,28.4,30.6,8.6,10.6
2018,Lake County,Florida,24.3,31.7,8.3,9.2
2018,Lee County,Florida,22.3,23.8,5.2,7.4
2018,Leon County,Florida,19.1,29.8,5.9,7.9
2018,Levy County,Florida,32.5,33.5,11.2,11.8
2018,Liberty County,Florida,34.6,34.4,9.3,11.2
2018,Madison County,Florida,30.6,34.1,9.8,12.0
2018,Manatee County,Florida,22.6,25.6,6.7,8.0
2018,Marion County,Florida,29.2,34.9,9.7,11.5
2018,Martin County,Florida,19.6,19.8,4.9,6.9
2018,Miami-Dade County,Florida,24.7,24.6,5.1,7.1
2018,Monroe County,Florida,21.7,20.9,3.7,6.7
2018,Nassau County,Florida,21.2,28.6,6.0,8.3
2018,Okaloosa County,Florida,26.8,26.2,8.1,10.3
2018,Okeechobee County,Florida,33.0,32.6,8.4,10.6
2018,Orange County,Florida,24.0,28.2,7.4,8.9
2018,Osceola County,Florida,28.1,32.4,9.7,11.1
2018,Palm Beach County,Florida,25.2,23.5,6.3,9.0
2018,Pasco County,Florida,26.5,30.4,7.3,9.1
2018,Pinellas County,Florida,19.8,27.0,5.6,7.7
2018,Polk County,Florida,27.5,34.8,10.4,10.8
2018,Putnam County,Florida,34.2,38.0,11.6,13.4
2018,Santa Rosa County,Florida,26.5,29.8,7.6,10.4
2018,Sarasota County,Florida,18.8,20.5,4.6,6.5
2018,Seminole County,Florida,21.5,25.2,6.5,8.7
2018,St. Johns County,Florida,19.8,22.8,5.9,6.8
2018,St. Lucie County,Florida,24.5,31.6,6.9,9.5
2018,Sumter County,Florida,17.9,28.9,8.3,9.4
2018,Suwannee County,Florida,33.4,36.8,10.0,10.9
2018,Taylor County,Florida,30.9,34.4,9.6,11.1
2018,Union County,Florida,28.4,32.1,10.5,11.4
2018,Volusia County,Florida,24.4,32.7,8.0,10.4
2018,Wakulla County,Florida,25.7,35.9,8.3,8.5
2018,Walton County,Florida,27.5,29.6,8.8,9.6
2018,Washington County,Florida,32.0,36.5,10.9,11.2
2018,Appling County,Georgia,19.8,23.6,9.8,9.0
2018,Atkinson County,Georgia,14.8,22.1,13.2,8.0
2018,Bacon County,Georgia,16.3,18.3,6.4,7.2
2018,Baker County,Georgia,15.7,18.4,13.7,7.8
2018,Baldwin County,Georgia,19.8,28.1,10.3,9.7
2018,Banks County,Georgia,19.8,22.7,16.4,7.7
2018,Barrow County,Georgia,20.1,31.0,11.0,8.8
2018,Bartow County,Georgia,24.3,25.6,9.6,8.6
2018,Ben Hill County,Georgia,23.5,27.9,13.9,8.6
2018,Berrien County,Georgia,20.3,26.5,8.6,9.1
2018,Bibb County,Georgia,27.7,33.7,15.5,14.0
2018,Bleckley County,Georgia,19.2,23.7,8.6,6.9
2018,Brantley County,Georgia,16.5,21.9,10.8,7.3
2018,Brooks County,Georgia,18.0,21.4,11.5,7.4
2018,Bryan County,Georgia,19.9,26.4,12.7,9.2
2018,Bulloch County,Georgia,18.6,34.0,12.5,10.1
2018,Burke County,Georgia,20.4,21.0,16.3,10.4
2018,Butts County,Georgia,17.5,18.9,23.5,9.7
2018,Calhoun County,Georgia,18.4,19.4,10.6,8.5
2018,Camden County,Georgia,24.7,31.9,11.9,9.4
2018,Candler County,Georgia,13.9,21.6,15.4,8.2
2018,Carroll County,Georgia,31.3,31.2,13.2,11.9
2018,Catoosa County,Georgia,21.9,23.5,16.3,10.8
2018,Charlton County,Georgia,17.7,23.1,12.4,8.0
2018,Chatham County,Georgia,21.3,28.4,9.6,9.7
2018,Chattahoochee County,Georgia,15.3,17.9,11.1,7.9
2018,Chattooga County,Georgia,18.0,24.0,15.6,8.5
2018,Cherokee County,Georgia,18.6,27.8,10.1,8.9
2018,Clarke County,Georgia,18.9,25.3,8.9,8.3
2018,Clay County,Georgia,20.2,23.0,10.8,8.9
2018,Clayton County,Georgia,30.3,36.1,12.4,12.3
2018,Clinch County,Georgia,15.1,18.5,8.9,7.2
2018,Cobb County,Georgia,20.1,26.2,7.7,8.4
2018,Coffee County,Georgia,24.9,22.4,15.0,12.1
2018,Colquitt County,Georgia,28.3,29.2,17.8,10.4
2018,Columbia County,Georgia,26.4,29.9,9.9,9.6
2018,Cook County,Georgia,26.0,21.7,14.2,9.5
2018,Coweta County,Georgia,26.4,29.8,8.9,11.4
2018,Crawford County,Georgia,18.0,21.1,17.3,8.8
2018,Crisp County,Georgia,20.9,24.2,9.6,9.6
2018,Dade County,Georgia,19.3,21.2,11.7,7.8
2018,Dawson County,Georgia,18.4,22.8,10.2,7.8
2018,Decatur County,Georgia,22.5,21.0,14.6,10.2
2018,Dekalb County,Georgia,18.8,25.9,10.5,11.3
2018,Dodge County,Georgia,20.6,25.0,12.6,10.2
2018,Dooly County,Georgia,18.2,27.4,16.6,10.9
2018,Dougherty County,Georgia,30.1,35.0,13.7,12.6
2018,Douglas County,Georgia,24.1,32.6,11.8,10.8
2018,Early County,Georgia,20.0,18.7,16.7,8.9
2018,Echols County,Georgia,15.2,18.6,15.0,7.3
2018,Effingham County,Georgia,20.5,30.4,9.6,8.8
2018,Elbert County,Georgia,19.3,22.7,8.9,8.8
2018,Emanuel County,Georgia,19.4,24.2,15.0,10.0
2018,Evans County,Georgia,16.2,19.1,10.0,7.1
2018,Fannin County,Georgia,20.5,24.7,12.2,7.7
2018,Fayette County,Georgia,17.6,24.6,7.0,6.8
2018,Floyd County,Georgia,31.1,28.9,12.9,11.4
2018,Forsyth County,Georgia,14.7,24.8,8.1,7.4
2018,Franklin County,Georgia,17.0,19.3,9.5,7.5
2018,Fulton County,Georgia,20.4,24.6,7.9,8.4
2018,Gilmer County,Georgia,23.4,25.1,10.2,7.4
2018,Glascock County,Georgia,14.1,18.3,10.6,7.0
2018,Glynn County,Georgia,22.5,25.3,7.8,7.5
2018,Gordon County,Georgia,26.3,29.4,14.0,9.0
2018,Grady County,Georgia,22.9,26.0,18.5,11.2
2018,Greene County,Georgia,22.3,21.2,7.3,7.8
2018,Gwinnett County,Georgia,24.9,31.5,9.6,9.7
2018,Habersham County,Georgia,20.0,27.0,8.3,7.6
2018,Hall County,Georgia,24.0,28.8,8.9,9.8
2018,Hancock County,Georgia,14.8,19.1,13.0,8.6
2018,Haralson County,Georgia,17.5,20.0,8.2,5.9
2018,Harris County,Georgia,17.2,21.3,12.8,10.1
2018,Hart County,Georgia,16.8,18.3,10.1,7.8
2018,Heard County,Georgia,14.5,19.1,18.8,7.9
2018,Henry County,Georgia,22.2,31.9,13.7,11.6
2018,Houston County,Georgia,24.7,30.2,13.9,11.5
